FIT Profiler Report
Profile stats for: [LightningModule]LitUnrolled.configure_callbacks
         418 function calls (403 primitive calls) in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 glob.py:84(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        8    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x6411db0de620}
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        5    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
       19    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
       19    0.000    0.000    0.000    0.000 inspect.py:2543(default)
       10    0.000    0.000    0.000    0.000 base.py:307(id)
        4    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        2    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        3    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        3    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        4    0.000    0.000    0.000    0.000 multiarray.py:152(concatenate)
        2    0.000    0.000    0.000    0.000 dataloader.py:442(_auto_collation)
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        4    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        2    0.000    0.000    0.000    0.000 dataset.py:37(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 files.py:182(make_fcpl)
        2    0.000    0.000    0.000    0.000 base.py:165(_lapl)
        4    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        3    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}



Profile stats for: [LightningModule]LitUnrolled.configure_optimizers
         23264 function calls (15884 primitive calls) in 3.704 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    3.704    3.704 train_DiT.py:196(configure_optimizers)
        1    0.000    0.000    3.704    3.704 cpu_adam.py:16(__init__)
        3    0.000    0.000    3.380    1.127 cpuinfo.py:2751(get_cpu_info)
        3    0.000    0.000    3.379    1.126 cpuinfo.py:2719(get_cpu_info_json)
        9    0.000    0.000    3.304    0.367 subprocess.py:984(communicate)
        3    0.000    0.000    3.253    1.084 subprocess.py:1831(_communicate)
        6    0.000    0.000    3.252    0.542 selectors.py:402(select)
        6    3.252    0.542    3.252    0.542 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    2.576    2.576 builder.py:512(load)
        1    0.000    0.000    2.576    2.576 builder.py:531(jit_load)
        1    0.000    0.000    2.306    2.306 builder.py:825(cxx_args)
        1    0.000    0.000    1.132    1.132 builder.py:395(cpu_arch)
        1    0.000    0.000    1.123    1.123 builder.py:453(simd_width)
        9    0.000    0.000    0.389    0.043 subprocess.py:736(__init__)
        9    0.001    0.000    0.388    0.043 subprocess.py:1568(_execute_child)
        6    0.000    0.000    0.314    0.052 subprocess.py:452(run)
        5    0.000    0.000    0.251    0.050 subprocess.py:368(check_output)
        1    0.000    0.000    0.222    0.222 cpp_extension.py:1220(load)
        1    0.000    0.000    0.222    0.222 cpp_extension.py:1662(_jit_compile)
        1    0.000    0.000    0.220    0.220 cpp_extension.py:1793(_write_ninja_file_and_build_library)
       18    0.202    0.011    0.202    0.011 {built-in method posix.read}
        9    0.182    0.020    0.182    0.020 {built-in method _posixsubprocess.fork_exec}
        2    0.000    0.000    0.096    0.048 builder.py:47(installed_cuda_version)
        1    0.000    0.000    0.095    0.095 cpp_extension.py:340(get_compiler_abi_compatibility_and_version)
        1    0.000    0.000    0.064    0.064 cpp_extension.py:2069(_run_ninja_build)
        1    0.000    0.000    0.060    0.060 cpp_extension.py:1850(verify_ninja_availability)
        1    0.000    0.000    0.060    0.060 cpp_extension.py:1840(is_ninja_available)
        1    0.000    0.000    0.051    0.051 builder.py:417(is_cuda_enable)
        1    0.000    0.000    0.051    0.051 builder.py:83(assert_no_cuda_mismatch)
        1    0.000    0.000    0.048    0.048 cpp_extension.py:298(check_compiler_ok_for_platform)
        1    0.000    0.000    0.046    0.046 builder.py:753(nvcc_args)
       18    0.000    0.000    0.024    0.001 subprocess.py:1078(wait)
       18    0.000    0.000    0.024    0.001 subprocess.py:1790(_wait)
        9    0.000    0.000    0.024    0.003 subprocess.py:1777(_try_wait)
        9    0.024    0.003    0.024    0.003 {built-in method posix.waitpid}
        6    0.024    0.004    0.024    0.004 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.003    0.003 optimizer.py:339(__init__)
        5    0.003    0.001    0.003    0.001 {method 'read' of '_io.TextIOWrapper' objects}
      404    0.000    0.000    0.003    0.000 module.py:2233(parameters)
      404    0.000    0.000    0.003    0.000 module.py:2258(named_parameters)
      404    0.000    0.000    0.003    0.000 module.py:2219(_named_members)
        9    0.001    0.000    0.002    0.000 subprocess.py:1101(_close_pipe_fds)
      5/3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
 7587/805    0.001    0.000    0.002    0.000 module.py:2395(named_modules)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:986(_find_and_load)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
        1    0.000    0.000    0.001    0.001 cpp_extension.py:2135(_import_module_from_library)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:650(_load_unlocked)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:837(exec_module)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1164(create_module)
        1    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
      3/1    0.000    0.000    0.001    0.001 {built-in method builtins.exec}
        1    0.000    0.000    0.001    0.001 __init__.py:2(<module>)
        1    0.000    0.000    0.001    0.001 cpp_extension.py:2149(_write_ninja_file_to_build_library)
        3    0.000    0.000    0.001    0.000 __init__.py:299(loads)
       14    0.000    0.000    0.001    0.000 contextlib.py:429(callback)
        3    0.000    0.000    0.001    0.000 decoder.py:332(decode)
        3    0.000    0.000    0.001    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 _compile.py:21(inner)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:890(_find_spec)
        1    0.000    0.000    0.000    0.000 eval_frame.py:596(_fn)
        1    0.000    0.000    0.000    0.000 optimizer.py:987(add_param_group)
    564/3    0.000    0.000    0.000    0.000 cpuinfo.py:390(_utf_to_str)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_code)
     2027    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        3    0.000    0.000    0.000    0.000 cpuinfo.py:394(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:521(get_path)
        1    0.000    0.000    0.000    0.000 sysconfig.py:509(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:173(_expand_vars)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
        9    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
        4    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
       92    0.000    0.000    0.000    0.000 posixpath.py:71(join)
     1612    0.000    0.000    0.000    0.000 _tensor.py:1055(__hash__)
       12    0.000    0.000    0.000    0.000 cpuinfo.py:392(<listcomp>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
        1    0.000    0.000    0.000    0.000 ninja_syntax.py:17(<module>)
       17    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 sysconfig.py:165(_extend_dict)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
       64    0.000    0.000    0.000    0.000 subprocess.py:1650(<genexpr>)
     1216    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ninja_syntax.py:30(Writer)
      804    0.000    0.000    0.000    0.000 module.py:2286(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       72    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 posixpath.py:387(realpath)
        1    0.000    0.000    0.000    0.000 builder.py:548(<listcomp>)
        3    0.000    0.000    0.000    0.000 builder.py:497(deepspeed_src_path)
        9    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:2030(_get_build_directory)
       33    0.000    0.000    0.000    0.000 {built-in method posix.close}
      6/2    0.000    0.000    0.000    0.000 posixpath.py:396(_joinrealpath)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:2260(_write_ninja_file)
       23    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 os.py:707(copy)
        1    0.000    0.000    0.000    0.000 builder.py:599(compute_capability_args)
       12    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        9    0.000    0.000    0.000    0.000 subprocess.py:1475(_get_handles)
       16    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
       12    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       23    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      177    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        2    0.000    0.000    0.000    0.000 builder.py:803(get_cuda_lib64_path)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 _cpp_extension_versioner.py:37(bump_version_if_changed)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        6    0.000    0.000    0.000    0.000 selectors.py:351(register)
        3    0.000    0.000    0.000    0.000 pathlib.py:1039(__new__)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:283(get_default_build_root)
       19    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
     1608    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_data)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
        1    0.000    0.000    0.000    0.000 _cpp_extension_versioner.py:14(hash_source_files)
        3    0.000    0.000    0.000    0.000 pathlib.py:678(_from_parts)
     1613    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       14    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        6    0.000    0.000    0.000    0.000 selectors.py:234(register)
       14    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:267(_maybe_write)
